"District","FIPS","Year","Grade","Subject","Variable","Measure Type","Value"
"Clinton School District","900715350","2014-2015","Grade 7","ELA","Total Number of Students","Number","165"
"Clinton School District","900715350","2014-2015","Grade 7","Math","Total Number of Students","Number","165"
"Clinton School District","900715350","2014-2015","Grade 8","ELA","Total Number of Students","Number","155"
"Clinton School District","900715350","2014-2015","Grade 8","Math","Total Number of Students","Number","155"
"Clinton School District","900715350","2014-2015","All","ELA","Total Number Tested","Number","1032"
"Clinton School District","900715350","2014-2015","All","Math","Total Number Tested","Number","1035"
"Clinton School District","900715350","2014-2015","Grade 11","ELA","Total Number Tested","Number","128"
"Clinton School District","900715350","2014-2015","Grade 11","Math","Total Number Tested","Number","128"
"Clinton School District","900715350","2014-2015","Grade 3","ELA","Total Number Tested","Number","139"
"Clinton School District","900715350","2014-2015","Grade 3","Math","Total Number Tested","Number","139"
"Clinton School District","900715350","2014-2015","Grade 4","ELA","Total Number Tested","Number","169"
"Clinton School District","900715350","2014-2015","Grade 4","Math","Total Number Tested","Number","170"
"Clinton School District","900715350","2014-2015","Grade 5","ELA","Total Number Tested","Number","140"
"Clinton School District","900715350","2014-2015","Grade 5","Math","Total Number Tested","Number","142"
"Clinton School District","900715350","2014-2015","Grade 6","ELA","Total Number Tested","Number","147"
"Clinton School District","900715350","2014-2015","Grade 6","Math","Total Number Tested","Number","147"
"Clinton School District","900715350","2014-2015","Grade 7","ELA","Total Number Tested","Number","162"
"Clinton School District","900715350","2014-2015","Grade 7","Math","Total Number Tested","Number","162"
"Clinton School District","900715350","2014-2015","Grade 8","ELA","Total Number Tested","Number","147"
"Clinton School District","900715350","2014-2015","Grade 8","Math","Total Number Tested","Number","147"
"Clinton School District","900715350","2014-2015","All","ELA","Smarter Balanced Participation Rate","Percent","97.6"
"Clinton School District","900715350","2014-2015","All","Math","Smarter Balanced Participation Rate","Percent","98.0"
"Clinton School District","900715350","2014-2015","Grade 11","ELA","Smarter Balanced Participation Rate","Percent","95.5"
"Clinton School District","900715350","2014-2015","Grade 11","Math","Smarter Balanced Participation Rate","Percent","96.2"
"Clinton School District","900715350","2014-2015","Grade 3","ELA","Smarter Balanced Participation Rate","Percent","100"
"Clinton School District","900715350","2014-2015","Grade 3","Math","Smarter Balanced Participation Rate","Percent","100"
"Clinton School District","900715350","2014-2015","Grade 4","ELA","Smarter Balanced Participation Rate","Percent","98.8"
"Clinton School District","900715350","2014-2015","Grade 4","Math","Smarter Balanced Participation Rate","Percent","99.4"
"Clinton School District","900715350","2014-2015","Grade 5","ELA","Smarter Balanced Participation Rate","Percent","97.2"
"Clinton School District","900715350","2014-2015","Grade 5","Math","Smarter Balanced Participation Rate","Percent","98.6"
"Clinton School District","900715350","2014-2015","Grade 6","ELA","Smarter Balanced Participation Rate","Percent","98.7"
"Clinton School District","900715350","2014-2015","Grade 6","Math","Smarter Balanced Participation Rate","Percent","98.7"
"Clinton School District","900715350","2014-2015","Grade 7","ELA","Smarter Balanced Participation Rate","Percent","98.2"
"Clinton School District","900715350","2014-2015","Grade 7","Math","Smarter Balanced Participation Rate","Percent","98.2"
"Clinton School District","900715350","2014-2015","Grade 8","ELA","Smarter Balanced Participation Rate","Percent","94.8"
"Clinton School District","900715350","2014-2015","Grade 8","Math","Smarter Balanced Participation Rate","Percent","94.8"
"Clinton School District","900715350","2014-2015","All","ELA","Total Number with Scored Tests","Number","1032"
"Clinton School District","900715350","2014-2015","All","Math","Total Number with Scored Tests","Number","1034"
"Clinton School District","900715350","2014-2015","Grade 11","ELA","Total Number with Scored Tests","Number","128"
"Clinton School District","900715350","2014-2015","Grade 11","Math","Total Number with Scored Tests","Number","128"
"Clinton School District","900715350","2014-2015","Grade 3","ELA","Total Number with Scored Tests","Number","139"
"Clinton School District","900715350","2014-2015","Grade 3","Math","Total Number with Scored Tests","Number","139"
"Clinton School District","900715350","2014-2015","Grade 4","ELA","Total Number with Scored Tests","Number","169"
"Clinton School District","900715350","2014-2015","Grade 4","Math","Total Number with Scored Tests","Number","169"
"Clinton School District","900715350","2014-2015","Grade 5","ELA","Total Number with Scored Tests","Number","140"
"Clinton School District","900715350","2014-2015","Grade 5","Math","Total Number with Scored Tests","Number","142"
"Clinton School District","900715350","2014-2015","Grade 6","ELA","Total Number with Scored Tests","Number","147"
"Clinton School District","900715350","2014-2015","Grade 6","Math","Total Number with Scored Tests","Number","147"
"Clinton School District","900715350","2014-2015","Grade 7","ELA","Total Number with Scored Tests","Number","162"
"Clinton School District","900715350","2014-2015","Grade 7","Math","Total Number with Scored Tests","Number","162"
"Clinton School District","900715350","2014-2015","Grade 8","ELA","Total Number with Scored Tests","Number","147"
"Clinton School District","900715350","2014-2015","Grade 8","Math","Total Number with Scored Tests","Number","147"
"Clinton School District","900715350","2014-2015","All","ELA","AverageVSS","Number","-6666"
"Clinton School District","900715350","2014-2015","All","Math","AverageVSS","Number","-6666"
"Clinton School District","900715350","2014-2015","Grade 11","ELA","AverageVSS","Number","2579"
"Clinton School District","900715350","2014-2015","Grade 11","Math","AverageVSS","Number","2516"
"Clinton School District","900715350","2014-2015","Grade 3","ELA","AverageVSS","Number","2463"
"Clinton School District","900715350","2014-2015","Grade 3","Math","AverageVSS","Number","2438"
"Clinton School District","900715350","2014-2015","Grade 4","ELA","AverageVSS","Number","2518"
"Clinton School District","900715350","2014-2015","Grade 4","Math","AverageVSS","Number","2512"
"Clinton School District","900715350","2014-2015","Grade 5","ELA","AverageVSS","Number","2546"
"Clinton School District","900715350","2014-2015","Grade 5","Math","AverageVSS","Number","2533"
"Clinton School District","900715350","2014-2015","Grade 6","ELA","AverageVSS","Number","2569"
"Clinton School District","900715350","2014-2015","Grade 6","Math","AverageVSS","Number","2538"
"Clinton School District","900715350","2014-2015","Grade 7","ELA","AverageVSS","Number","2577"
"Clinton School District","900715350","2014-2015","Grade 7","Math","AverageVSS","Number","2547"
"Clinton School District","900715350","2014-2015","Grade 8","ELA","AverageVSS","Number","2606"
"Clinton School District","900715350","2014-2015","Grade 8","Math","AverageVSS","Number","2604"
"Clinton School District","900715350","2015-2016","All","ELA","Total Number of Students","Number","900"
"Clinton School District","900715350","2015-2016","All","Math","Total Number of Students","Number","902"
"Clinton School District","","2015-2016","Grade 11","ELA","Total Number of Students","Number","-6666"
"Clinton School District","","2015-2016","Grade 11","Math","Total Number of Students","Number","-6666"
"Clinton School District","900715350","2015-2016","Grade 3","ELA","Total Number of Students","Number","138"
"Clinton School District","900715350","2015-2016","Grade 3","Math","Total Number of Students","Number","139"
"Clinton School District","900715350","2015-2016","Grade 4","ELA","Total Number of Students","Number","141"
"Clinton School District","900715350","2015-2016","Grade 4","Math","Total Number of Students","Number","141"
"Clinton School District","900715350","2015-2016","Grade 5","ELA","Total Number of Students","Number","175"
"Clinton School District","900715350","2015-2016","Grade 5","Math","Total Number of Students","Number","175"
"Clinton School District","900715350","2015-2016","Grade 6","ELA","Total Number of Students","Number","136"
"Clinton School District","900715350","2015-2016","Grade 6","Math","Total Number of Students","Number","137"
"Clinton School District","900715350","2015-2016","Grade 7","ELA","Total Number of Students","Number","148"
"Clinton School District","900715350","2015-2016","Grade 7","Math","Total Number of Students","Number","148"
"Clinton School District","900715350","2015-2016","Grade 8","ELA","Total Number of Students","Number","162"
"Clinton School District","900715350","2015-2016","Grade 8","Math","Total Number of Students","Number","162"
"Clinton School District","900715350","2015-2016","All","ELA","Total Number Tested","Number","888"
"Clinton School District","900715350","2015-2016","All","Math","Total Number Tested","Number","890"
"Clinton School District","","2015-2016","Grade 11","ELA","Total Number Tested","Number","-6666"
"Clinton School District","","2015-2016","Grade 11","Math","Total Number Tested","Number","-6666"
"Clinton School District","900715350","2015-2016","Grade 3","ELA","Total Number Tested","Number","137"
"Clinton School District","900715350","2015-2016","Grade 3","Math","Total Number Tested","Number","138"
"Clinton School District","900715350","2015-2016","Grade 4","ELA","Total Number Tested","Number","141"
"Clinton School District","900715350","2015-2016","Grade 4","Math","Total Number Tested","Number","141"
"Clinton School District","900715350","2015-2016","Grade 5","ELA","Total Number Tested","Number","173"
"Clinton School District","900715350","2015-2016","Grade 5","Math","Total Number Tested","Number","173"
"Clinton School District","900715350","2015-2016","Grade 6","ELA","Total Number Tested","Number","133"
"Clinton School District","900715350","2015-2016","Grade 6","Math","Total Number Tested","Number","134"
"Clinton School District","900715350","2015-2016","Grade 7","ELA","Total Number Tested","Number","144"
"Clinton School District","900715350","2015-2016","Grade 7","Math","Total Number Tested","Number","144"
"Clinton School District","900715350","2015-2016","Grade 8","ELA","Total Number Tested","Number","160"
"Clinton School District","900715350","2015-2016","Grade 8","Math","Total Number Tested","Number","160"
