"District","FIPS","Year","Subject","Variable","Measure Type","Value"
"Brooklyn School District","","2014-2015","ELA","Level 4 Exceeded Count","Number","158"
"Brooklyn School District","","2014-2015","Math","Level 4 Exceeded Count","Number","65"
"Brooklyn School District","","2014-2015","ELA","Level 4 Exceeded Percent","Percent","29.5"
"Brooklyn School District","","2014-2015","Math","Level 4 Exceeded Percent","Percent","12.1"
"Brooklyn School District","","2014-2015","ELA","Level 3 & 4 Met or Exceeded Count","Number","362"
"Brooklyn School District","","2014-2015","Math","Level 3 & 4 Met or Exceeded Count","Number","185"
"Brooklyn School District","","2014-2015","ELA","Level 3 & 4 Met or Exceeded Percent","Percent","67.5"
"Brooklyn School District","","2014-2015","Math","Level 3 & 4 Met or Exceeded Percent","Percent","34.5"
"Brooklyn School District","","2015-2016","ELA","Total Number of Students","Number","521"
"Brooklyn School District","","2015-2016","Math","Total Number of Students","Number","521"
"Brooklyn School District","","2015-2016","ELA","Total Number Tested","Number","516"
"Brooklyn School District","","2015-2016","Math","Total Number Tested","Number","515"
"Brooklyn School District","","2015-2016","ELA","Smarter Balanced Participation Rate","Percent","99.0"
"Brooklyn School District","","2015-2016","Math","Smarter Balanced Participation Rate","Percent","98.8"
"Brooklyn School District","","2015-2016","ELA","Total Number with Scored Tests","Number","516"
"Brooklyn School District","","2015-2016","Math","Total Number with Scored Tests","Number","515"
"Brooklyn School District","","2015-2016","ELA","Level 1 Not Met Count","Number","61"
"Brooklyn School District","","2015-2016","Math","Level 1 Not Met Count","Number","105"
"Brooklyn School District","","2015-2016","ELA","Level 1 Not Met Percent","Percent","11.8"
"Brooklyn School District","","2015-2016","Math","Level 1 Not Met Percent","Percent","20.4"
"Brooklyn School District","","2015-2016","ELA","Level 2 Approaching Count","Number","97"
"Brooklyn School District","","2015-2016","Math","Level 2 Approaching Count","Number","209"
"Brooklyn School District","","2015-2016","ELA","Level 2 Approaching Percent","Percent","18.8"
"Brooklyn School District","","2015-2016","Math","Level 2 Approaching Percent","Percent","40.6"
"Brooklyn School District","","2015-2016","ELA","Level 3 Met Count","Number","191"
"Brooklyn School District","","2015-2016","Math","Level 3 Met Count","Number","129"
"Brooklyn School District","","2015-2016","ELA","Level 3 Met Percent","Percent","37.0"
"Brooklyn School District","","2015-2016","Math","Level 3 Met Percent","Percent","25.0"
"Brooklyn School District","","2015-2016","ELA","Level 4 Exceeded Count","Number","167"
"Brooklyn School District","","2015-2016","Math","Level 4 Exceeded Count","Number","72"
"Brooklyn School District","","2015-2016","ELA","Level 4 Exceeded Percent","Percent","32.4"
"Brooklyn School District","","2015-2016","Math","Level 4 Exceeded Percent","Percent","14.0"
"Brooklyn School District","","2015-2016","ELA","Level 3 & 4 Met or Exceeded Count","Number","358"
"Brooklyn School District","","2015-2016","Math","Level 3 & 4 Met or Exceeded Count","Number","201"
"Brooklyn School District","","2015-2016","ELA","Level 3 & 4 Met or Exceeded Percent","Percent","69.4"
"Brooklyn School District","","2015-2016","Math","Level 3 & 4 Met or Exceeded Percent","Percent","39.0"
"Canaan School District","","2014-2015","ELA","Total Number of Students","Number","53"
"Canaan School District","","2014-2015","Math","Total Number of Students","Number","53"
"Canaan School District","","2014-2015","ELA","Total Number Tested","Number","52"
"Canaan School District","","2014-2015","Math","Total Number Tested","Number","53"
"Canaan School District","","2014-2015","ELA","Smarter Balanced Participation Rate","Percent","98.1"
"Canaan School District","","2014-2015","Math","Smarter Balanced Participation Rate","Percent","100.0"
"Canaan School District","","2014-2015","ELA","Total Number with Scored Tests","Number","52"
"Canaan School District","","2014-2015","Math","Total Number with Scored Tests","Number","53"
"Canaan School District","","2014-2015","ELA","Level 1 Not Met Count","Number","-9999"
"Canaan School District","","2014-2015","Math","Level 1 Not Met Count","Number","9"
"Canaan School District","","2014-2015","ELA","Level 1 Not Met Percent","Percent","-9999"
"Canaan School District","","2014-2015","Math","Level 1 Not Met Percent","Percent","17.0"
"Canaan School District","","2014-2015","ELA","Level 2 Approaching Count","Number","14"
"Canaan School District","","2014-2015","Math","Level 2 Approaching Count","Number","18"
"Canaan School District","","2014-2015","ELA","Level 2 Approaching Percent","Percent","26.9"
"Canaan School District","","2014-2015","Math","Level 2 Approaching Percent","Percent","34.0"
"Canaan School District","","2014-2015","ELA","Level 3 Met Count","Number","22"
"Canaan School District","","2014-2015","Math","Level 3 Met Count","Number","20"
"Canaan School District","","2014-2015","ELA","Level 3 Met Percent","Percent","42.3"
"Canaan School District","","2014-2015","Math","Level 3 Met Percent","Percent","37.7"
"Canaan School District","","2014-2015","ELA","Level 4 Exceeded Count","Number","-9999"
"Canaan School District","","2014-2015","Math","Level 4 Exceeded Count","Number","6"
"Canaan School District","","2014-2015","ELA","Level 4 Exceeded Percent","Percent","-9999"
"Canaan School District","","2014-2015","Math","Level 4 Exceeded Percent","Percent","11.3"
"Canaan School District","","2014-2015","ELA","Level 3 & 4 Met or Exceeded Count","Number","-9999"
"Canaan School District","","2014-2015","Math","Level 3 & 4 Met or Exceeded Count","Number","26"
"Canaan School District","","2014-2015","ELA","Level 3 & 4 Met or Exceeded Percent","Percent","-9999"
"Canaan School District","","2014-2015","Math","Level 3 & 4 Met or Exceeded Percent","Percent","49.1"
"Canaan School District","","2015-2016","ELA","Total Number of Students","Number","51"
"Canaan School District","","2015-2016","Math","Total Number of Students","Number","51"
"Canaan School District","","2015-2016","ELA","Total Number Tested","Number","49"
"Canaan School District","","2015-2016","Math","Total Number Tested","Number","48"
"Canaan School District","","2015-2016","ELA","Smarter Balanced Participation Rate","Percent","96.1"
"Canaan School District","","2015-2016","Math","Smarter Balanced Participation Rate","Percent","94.1"
"Canaan School District","","2015-2016","ELA","Total Number with Scored Tests","Number","49"
"Canaan School District","","2015-2016","Math","Total Number with Scored Tests","Number","48"
"Canaan School District","","2015-2016","ELA","Level 1 Not Met Count","Number","8"
"Canaan School District","","2015-2016","Math","Level 1 Not Met Count","Number","-9999"
"Canaan School District","","2015-2016","ELA","Level 1 Not Met Percent","Percent","16.3"
"Canaan School District","","2015-2016","Math","Level 1 Not Met Percent","Percent","-9999"
"Canaan School District","","2015-2016","ELA","Level 2 Approaching Count","Number","9"
"Canaan School District","","2015-2016","Math","Level 2 Approaching Count","Number","20"
"Canaan School District","","2015-2016","ELA","Level 2 Approaching Percent","Percent","18.4"
"Canaan School District","","2015-2016","Math","Level 2 Approaching Percent","Percent","41.7"
"Canaan School District","","2015-2016","ELA","Level 3 Met Count","Number","18"
"Canaan School District","","2015-2016","Math","Level 3 Met Count","Number","17"
"Canaan School District","","2015-2016","ELA","Level 3 Met Percent","Percent","36.7"
"Canaan School District","","2015-2016","Math","Level 3 Met Percent","Percent","35.4"
"Canaan School District","","2015-2016","ELA","Level 4 Exceeded Count","Number","14"
"Canaan School District","","2015-2016","Math","Level 4 Exceeded Count","Number","-9999"
"Canaan School District","","2015-2016","ELA","Level 4 Exceeded Percent","Percent","28.6"
"Canaan School District","","2015-2016","Math","Level 4 Exceeded Percent","Percent","-9999"
"Canaan School District","","2015-2016","ELA","Level 3 & 4 Met or Exceeded Count","Number","32"
"Canaan School District","","2015-2016","Math","Level 3 & 4 Met or Exceeded Count","Number","-9999"
"Canaan School District","","2015-2016","ELA","Level 3 & 4 Met or Exceeded Percent","Percent","65.3"
"Canaan School District","","2015-2016","Math","Level 3 & 4 Met or Exceeded Percent","Percent","-9999"
"Canterbury School District","","2014-2015","ELA","Total Number of Students","Number","312"
"Canterbury School District","","2014-2015","Math","Total Number of Students","Number","312"
"Canterbury School District","","2014-2015","ELA","Total Number Tested","Number","309"
"Canterbury School District","","2014-2015","Math","Total Number Tested","Number","309"
"Canterbury School District","","2014-2015","ELA","Smarter Balanced Participation Rate","Percent","99.0"
"Canterbury School District","","2014-2015","Math","Smarter Balanced Participation Rate","Percent","99.0"
"Canterbury School District","","2014-2015","ELA","Total Number with Scored Tests","Number","309"
"Canterbury School District","","2014-2015","Math","Total Number with Scored Tests","Number","309"
"Canterbury School District","","2014-2015","ELA","Level 1 Not Met Count","Number","52"
"Canterbury School District","","2014-2015","Math","Level 1 Not Met Count","Number","87"
"Canterbury School District","","2014-2015","ELA","Level 1 Not Met Percent","Percent","16.8"
"Canterbury School District","","2014-2015","Math","Level 1 Not Met Percent","Percent","28.2"
"Canterbury School District","","2014-2015","ELA","Level 2 Approaching Count","Number","94"
"Canterbury School District","","2014-2015","Math","Level 2 Approaching Count","Number","104"
"Canterbury School District","","2014-2015","ELA","Level 2 Approaching Percent","Percent","30.4"
"Canterbury School District","","2014-2015","Math","Level 2 Approaching Percent","Percent","33.7"
"Canterbury School District","","2014-2015","ELA","Level 3 Met Count","Number","113"
"Canterbury School District","","2014-2015","Math","Level 3 Met Count","Number","82"
"Canterbury School District","","2014-2015","ELA","Level 3 Met Percent","Percent","36.6"
"Canterbury School District","","2014-2015","Math","Level 3 Met Percent","Percent","26.5"
"Canterbury School District","","2014-2015","ELA","Level 4 Exceeded Count","Number","50"
"Canterbury School District","","2014-2015","Math","Level 4 Exceeded Count","Number","36"
"Canterbury School District","","2014-2015","ELA","Level 4 Exceeded Percent","Percent","16.2"
"Canterbury School District","","2014-2015","Math","Level 4 Exceeded Percent","Percent","11.7"
"Canterbury School District","","2014-2015","ELA","Level 3 & 4 Met or Exceeded Count","Number","163"
"Canterbury School District","","2014-2015","Math","Level 3 & 4 Met or Exceeded Count","Number","118"
"Canterbury School District","","2014-2015","ELA","Level 3 & 4 Met or Exceeded Percent","Percent","52.8"
"Canterbury School District","","2014-2015","Math","Level 3 & 4 Met or Exceeded Percent","Percent","38.2"
"Canterbury School District","","2015-2016","ELA","Total Number of Students","Number","308"
"Canterbury School District","","2015-2016","Math","Total Number of Students","Number","308"
"Canterbury School District","","2015-2016","ELA","Total Number Tested","Number","303"
"Canterbury School District","","2015-2016","Math","Total Number Tested","Number","303"
"Canterbury School District","","2015-2016","ELA","Smarter Balanced Participation Rate","Percent","98.4"
"Canterbury School District","","2015-2016","Math","Smarter Balanced Participation Rate","Percent","98.4"
